epoch,average_training_loss,validation_loss,train_eval_loss
1.0,2.271815748031496,2.0372188091278076,1.9230916500091553
2.0,2.0728445312500003,1.9682326316833496,1.8292429447174072
3.0,2.0003740157480316,1.9308656454086304,1.7737061977386475
4.0,1.95603359375,1.9062670469284058,1.7356221675872803
5.0,1.92282578125,1.887791633605957,1.702575922012329
6.0,1.8976102362204719,1.8637175559997559,1.671884536743164
7.0,1.8766828125,1.8570473194122314,1.6516971588134766
8.0,1.85762265625,1.8429114818572998,1.6299039125442505
9.0,1.8391007874015748,1.8457894325256348,1.623178243637085
10.0,1.8274289062500002,1.8351103067398071,1.6022944450378418
11.0,1.8141937499999998,1.819706678390503,1.582922339439392
12.0,1.8019511811023625,1.8170627355575562,1.5745065212249756
13.0,1.793703125,1.817994236946106,1.5621907711029053
14.0,1.78225703125,1.8135408163070679,1.5488107204437256
15.0,1.7730062992125986,1.811212420463562,1.541782021522522
16.0,1.7661078125,1.8107103109359741,1.5338646173477173
17.0,1.75867421875,1.8074190616607666,1.526440978050232
18.0,1.7489779527559053,1.8048795461654663,1.5199660062789917
19.0,1.74374609375,1.7939280271530151,1.5038425922393799
20.0,1.736665625,1.7975133657455444,1.502272605895996
21.0,1.7290511811023621,1.7874890565872192,1.489292860031128
22.0,1.7265140625000002,1.796416163444519,1.486993670463562
23.0,1.7204078125,1.7908343076705933,1.4797625541687012
24.0,1.713375590551181,1.7952661514282227,1.4778598546981812
25.0,1.7091046875,1.784332513809204,1.470786213874817
26.0,1.7043859375,1.7873204946517944,1.464337944984436
27.0,1.7007141732283464,1.7850737571716309,1.4577950239181519
28.0,1.6947132812499999,1.7844946384429932,1.451066017150879
29.0,1.69061171875,1.7847868204116821,1.4482719898223877
30.0,1.6872275590551182,1.7800580263137817,1.4450546503067017
31.0,1.68535625,1.77871835231781,1.441796898841858
32.0,1.6825398437499999,1.7906261682510376,1.440178632736206
33.0,1.677604724409449,1.7833547592163086,1.4315407276153564
34.0,1.6755359374999999,1.77446711063385,1.4263103008270264
35.0,1.67133359375,1.773601770401001,1.4207395315170288
36.0,1.667715748031496,1.7763932943344116,1.4188657999038696
37.0,1.66360078125,1.777458906173706,1.4163366556167603
38.0,1.6614164062499999,1.7708768844604492,1.4111610651016235
39.0,1.6588818897637796,1.7771141529083252,1.4137476682662964
40.0,1.6561195312499999,1.7759428024291992,1.4071505069732666
41.0,1.652315625,1.7754814624786377,1.4045904874801636
42.0,1.6502818897637797,1.7764012813568115,1.400647759437561
43.0,1.64755625,1.7729156017303467,1.3986107110977173
44.0,1.6468421874999999,1.7737517356872559,1.3966450691223145
45.0,1.6420157480314956,1.7751566171646118,1.3956787586212158
46.0,1.6405898437500002,1.766904592514038,1.3903363943099976
47.0,1.6388726562500002,1.768224835395813,1.38981032371521
48.0,1.6368291338582674,1.7718349695205688,1.3888185024261475
49.0,1.63290234375,1.7737735509872437,1.3853058815002441
50.0,1.6325015625,1.7659356594085693,1.3812371492385864
51.0,1.6300543307086615,1.7710331678390503,1.3829587697982788
52.0,1.6271499999999999,1.7689285278320312,1.3812425136566162
53.0,1.6255511811023624,1.7673448324203491,1.3771109580993652
54.0,1.62437734375,1.7700663805007935,1.3787504434585571
55.0,1.6231695312499999,1.769744634628296,1.3767582178115845
56.0,1.6224456692913387,1.7675507068634033,1.3741308450698853
57.0,1.6181046875,1.769554853439331,1.3744968175888062
58.0,1.6190476562499998,1.7700231075286865,1.3733973503112793
59.0,1.6173338582677164,1.7698124647140503,1.3736052513122559
60.0,1.6155585937499999,1.7698549032211304,1.3733961582183838
