Checkpoint;Opponent;Game Moves;Winner
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_blue_test\checkpoint-1551420_r_b;test_model;A3 G7 D8 E6 G5 F7 J6 I8 C7 D5 B6 C4 A5 C11 B10 A4 B4 B9 C9 C3 B3 B1 C2 C8 D7 B5 A6 C6 B7 B11 A11 C1 D1;Test Model
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_blue_test\checkpoint-1551420_r_b;test_model;A3 G7 D8 D10 E6 C10 J6 I8 B10 C9 F9 E11 B9 C8 B8 C7 B7 C5 A6 B4 C6 D5 D6 F4 H3 G5 F5 G4 I4 H6 E5 E4 A5 A4 J5 I7 K7 J9 B5 C4 H5 G6 I6 H7 I5 J7 K6 J8 K9 K8;Blue
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_blue_test\checkpoint-1551420_r_b;test_model;A3 G7 D8 E5 F5 E7 J6 I8 D7 E6 C6 D4 B5 C3 B4 B1 C10 B3 A4 B2 F7 F6 G6 G5 H5 I3 H4 H3 G4 G3 K2 J4 F4 F3 E4 E3 J2 I4 A2 A1 C4 D3 K3 K4;Blue
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_blue_test\checkpoint-1551420_r_b;test_model;C2 C2 I5 I10 H7 J2 H3 I1 G2 I4 G5 H5 G6 G9 F8 E10 D9 C11 B10 B11 A11 C10 C9 E9 E8 F4 G4 G3 H2 G1 H1 F7 G7;Test Model
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_blue_test\checkpoint-1551420_r_b;test_model;C2 C2 I5 H8 F9 G7 E8 F6 D7 E5 C6 D4 K7 J2 B5 C3 H3 I1 G2 I4 G5 H5 G6 F7 H6 H7 J6 I8 J9 J7 K6 J8 K8 J5 I6 I7 I11 I10 J10 F4 G3 G4 H4 H1 G1;Test Model
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_blue_test\checkpoint-1551420_r_b;test_model;C2 C2 I5 H9 F5 F8 D9 E7 D7 D8 H7 G9 B9 C8 B8 B10 C9 C11 E10 C7 B7 C6 B6 C4 C5 D4 D5 E4 F4 E5 D6 E6 A5 B5 A6 B4 J8 I10 K9 J11 A4 A3 E8 F7 G8 F9 I8 J10 I9 H10 K10 K11;Blue
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_blue_test\checkpoint-1551420_r_b;test_model;C2 C2 I5 H7 I7 I6 F8 G6 E7 F5 D6 E4 C5 D3 C3 C4 K5 J6 K6 J7 K7 J9 J8 I9 I8 H9 H8 G9 G8 F9 E9 D11 E10 E11 F10 F11 G10 G11 H10 H11 I10 I11 C10 D10 D9 C11 B11 E8 J2 I4 K3 J4 J5 K4 H5 H4 B4 B5 G3 G5 F7 E6 E5 F4 D4 E3 A5 A6;Blue
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_blue_test\checkpoint-1551420_r_b;test_model;C2 C2 I5 G8 J7 I10 J2 I7 J6 H9 K9 J11 F8 E10 D9 C11 B10 I4 G5 H3 F4 F3 G3 H1 G2 G1 H2 I1 I2 J1 K1 B11 A11 F7 E7 E8 D8 C10 C9 E6 F6 F5 G4;Test Model
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_blue_test\checkpoint-1551420_r_b;test_model;C2 C2 J4 I10 I6 H7 I7 H9 I3 H8 K9 J8 F8 E11 G6 D10 F9 G10 C9 B11 A11 B10 A10 B9 A9 B7 B8 C7 C8 D7 E8 H4 D8 G5 H6 I4 J3 I5 J5 J2 I2 J1 I1 E9 G7;Test Model
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_blue_test\checkpoint-1551420_r_b;test_model;C2 C2 J4 I6 G7 F10 H5 I2 J2 E10 H9 G11 I10 G8 K5 J7 H7 H8 D10 E8 F8 E9 D8 D9 B10 C9 B9 C8 B8 B7 C7 C6 D6 D5 E5 F3 E4 E3 H2 G4 J3 H4 F6 I3 D4 D3 I4 G5 G6 F5 E6 H6 F4 G3 J1 B11 A11;Test Model
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_blue_test\checkpoint-1551420_r_b;test_model;C2 C2 J4 H9 F6 E8 B9 B10 G7 F9 G9 G8 I7 H8 J8 I10 K9 J11 C10 C9 F8 E9 D9 D8 I9 H10 J9 I8 J7 J10 K10 K11 A10 A11;Blue
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_blue_test\checkpoint-1551420_r_b;test_model;C2 C2 J4 J11 I6 H8 I8 I7 F9 G7 E8 F6 D7 E5 C6 D4 K6 J7 B5 C3 K7 J8 K8 J10 J9 I10 I9 H10 H9 G10 G9 E11 D10 G8 J6 H7 I3 J1 K1 J2 K2 J3 K3 G6 D11 E10 E9 F8 J5;Test Model
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_blue_test\checkpoint-1551420_r_b;test_model;C2 C2 J4 I8 F6 E8 B9 B10 H7 G9 F9 G8 F8 G7 F7 G4 I3 H5 F10 G5 E5 E4 F4 G2 G3 H2 I2 H3 F3 F2 E2 E3 D5 C4 D4 D3 K7 J6 I6 H6 H8 H9 A5 B6 J9 J7 K5 K6 C5 B5 A7 A6;Blue
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_blue_test\checkpoint-1551420_r_b;test_model;C2 C2 H4 G8 F8 G6 H6 G7 H8 H7 E7 F5 D6 E4 C5 D3 C3 C4 J6 I7 J7 I8 J8 I10 K9 J11 I9 H10 H9 G10 G9 F10 F9 E10 D9 C11 B10 B11 A11 C10 C9 E9 I5 I1 J2 J3 I3 I4 H5 J1 K1 E8 D8 F7 F6 G5 J9 J10 B4 B5 K10 K11 E6 E5 D4 E3 A5 A6;Blue
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_blue_test\checkpoint-1551420_r_b;test_model;C2 C2 H4 G6 H6 H5 E7 F5 D6 E4 C5 D3 C3 C4 J4 I5 J5 I6 J6 I8 K7 J9 I7 H8 H7 G8 G7 F8 D9 D10 F7 C10 E9 E10 F9 F10 G9 G10 H9 H10 B10 C9 B9 C8 B8 C7 B7 C6 B6 B5 D5 E5 I3 J1 K1 J3 I4 B11 A11 J2 H2 I2 H3 I1 H1 D8 E8 D7 E6;Test Model
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_blue_test\checkpoint-1551420_r_b;test_model;C2 C2 H4 G7 J6 I8 E8 F6 D7 E5 C6 D4 H8 I6 I7 J5 B5 C3 G6 F7 H7 H6 K5 K4 E6 F5 D6 D5 C4 D3 A4 A3;Blue
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_blue_test\checkpoint-1551420_r_b;test_model;C2 C2 H4 H9 G6 F8 D9 E7 D7 D8 H7 G9 B9 C8 B8 B10 C9 C11 E10 C7 B7 C6 B6 C4 C5 D4 D5 E4 G3 E5 D6 E6 A5 B5 A6 B4 J8 I10 K9 J11 E8 F7 A4 A3 G8 F9 I8 J10 I9 H10 K10 K11;Blue
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_blue_test\checkpoint-1551420_r_b;test_model;C2 C2 H4 F7 G7 H5 G6 G5 E6 F4 K4 I6 D5 E3 C4 D2 J6 I8 K7 J9 I7 H8 H7 F9 J2 J3 I4 I5 J4 I3 H3 I1 I2 F8 D8 C11 F6 D9 B10 C9 B9 C8 B8 C7 B7 C6 B6 C5 B5 C3 D4 E4 J5 H6 C10 B11 A11 J1 K1 E7 D7 G4 D6;Test Model
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_blue_test\checkpoint-1551420_r_b;test_model;C2 C2 J9 J11 F6 G4 J3 J2 E5 F3 D4 E2 C3 D1 C2 C1 I2 I3 A2 B2 H3 H4 G3 F4 E3 F2 D2 E1 K2 K1 A4 A3;Blue
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_blue_test\checkpoint-1551420_r_b;test_model;C2 C2 J9 I5 G6 G7 E8 E9 C10 D9 C9 D8 C8 D7 C7 D6 C6 D4 D5 E4 B5 C3 E5 F4 H3 F5 G5 I1 E6 F6 F7 E7 F8 F9 G8 G9 I8 H8 C5 C4 I7 H7 K4 J6 I6 H6 J5 K3 J4 J3 I4 H11 J10 H2 J1 J2 I2 J11 I11 I10 I3 H10 I9;Test Model
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_blue_test\checkpoint-1551420_r_b;test_model;C2 C2 J9 J4 F6 G4 E5 F3 I3 H5 D4 E2 C3 E8 B9 B10 G7 G8 F8 E10 E9 C11 F9 F10 G9 G10 H9 H10 I11 I9 J8 I8 J7 I7 J6 I6 J5 I5 K4 K3 D10 D11 C10 B11 A10 A11;Blue
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_blue_test\checkpoint-1551420_r_b;test_model;C2 C2 J9 J6 F6 E8 B9 B10 G7 G8 F8 E10 E9 C11 F9 F10 G9 G10 H9 H10 I11 I9 J8 I8 D10 D11 C10 B11 J7 I7 K6 K5 A10 A11;Blue
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_blue_test\checkpoint-1551420_r_b;test_model;C2 C2 J9 J10 F6 G4 J3 J2 E5 F3 D4 E2 C3 D1 C2 C1 I2 I3 A2 B2 H3 H4 G3 F4 E3 F2 D2 E1 K2 K1 A4 A3;Blue
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_blue_test\checkpoint-1551420_r_b;test_model;C2 C2 E9 I10 F7 G5 J4 E6 B7 J3 H4 H5 I4 I6 K5 J7 B8 C5 A6 B4 D6 E4 F4 E5 F5 F6 D3 C4 D4 D5 I5 H6 J5 K6 J6 I7 A5 A4;Blue
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_blue_test\checkpoint-1551420_r_b;test_model;C2 C2 E9 F7 D8 E6 D6 D7 H6 G8 H8 H7 B8 C7 J6 I7 B7 C6 B6 C4 C5 C8 B9 B10 C9 D4 D5 E4 E5 F4 H3 F5 A5 B5 A6 B4 J7 I6 J5 I5 J4 J3 I4 J8 I8 G11 I1 I9 G9 F10 F9 D11 C10 C11 B11 G4 H4 I2 H2 D10 E7 F6 E8;Test Model
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_blue_test\checkpoint-1551420_r_b;test_model;C2 C2 E9 I5 F7 G5 E6 F4 D5 E3 H5 I3 C4 D2 G4 H2 F3 G1 E2 D4 F2 F1 E1 D11 E4 E5 D6 C10 F10 E10 F9 E11 F11 D8 E7 E8 F8;Test Model
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_blue_test\checkpoint-1551420_r_b;test_model;C2 C2 E9 G6 J5 E7 B8 B9 J4 I7 K6 J8 H6 G8 G7 F8 C9 C8 F7 E8 H9 I8 H8 H7 D8 D7 K7 K8 A9 A10;Blue
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_blue_test\checkpoint-1551420_r_b;test_model;C2 C2 E9 J4 F7 G5 E6 F4 D5 E3 C4 D2 H5 I3 G4 H2 F3 G1 E2 D4 F2 F1 E1 D11 E4 E5 D6 C10 F10 E10 F9 E11 F11 D8 E8 E7 F6;Test Model
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_blue_test\checkpoint-1551420_r_b;test_model;C2 D10 J9 J4 H5 H4 I4 J2 I3 I2 H3 H2 F3 G1 E2 G3 F4 G4 F5 G5 F6 G6 F7 F9 C10 D8 D9 E8 C8 C9 G7 F8 H8 H9 G9 G8 H7 F11 F10 E11 G10 G11 H10 H11 J10 I10 I9 I11 J11 G2 F2 E1 F1;Test Model
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_blue_test\checkpoint-1551420_r_b;test_model;C2 D10 J9 J10 F9 E11 C9 B11 A11 B10 G10 G7 E8 F6 D7 E5 D5 D6 B7 C7 B8 C6 B6 B5 C5 B9 C8 E9 F8 E3 C4 C3 D3 E1 D2 D9 D8 F10 G9 C1 D1 F11 G11;Test Model
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_blue_test\checkpoint-1551420_r_b;test_model;C2 D10 J9 I5 G6 G7 B10 B11 A11 C8 A9 B7 F7 F8 D9 E8 D8 E7 D7 D6 E6 E5 F5 G3 J2 F4 H4 I3 H3 I1 I2 G4 G5 J1 K1 C11 E9 E10 H6 H7 C10;Test Model
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_blue_test\checkpoint-1551420_r_b;test_model;C2 D10 J9 J11 F9 E11 B10 C8 A9 B7 F6 G4 J3 J2 E5 E4 F4 G2 G3 F3 H2 E8 D8 C9 G7 F5 E6 F7 G6 G10 H8 H9 I8 I9 J8 I10 F10 F11 E10 D11 J10 I11 K10 K11 C10 D9 B8 C7 A8 A7;Blue
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_blue_test\checkpoint-1551420_r_b;test_model;C2 D10 J9 I10 F9 E11 C9 B11 G10 G7 E8 F6 D7 E5 D5 D6 B7 C7 H7 I5 H6 H5 K4 J3 B8 C6 B6 B5 C5 B9 C8 E2 C4 C3 F2 E3 E4 F3 B4 B3 F4 G3 I2 G4 D3 D2 A4 A3 I3 I4 H4 G5 K3 K2;Blue
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_blue_test\checkpoint-1551420_r_b;test_model;C2 D10 I5 I10 H7 G9 E10 F8 I8 H10 K9 J11 B10 C8 A9 B7 E7 D9 E9 E8 F9 G8 D8 C9 A8 A7 H9 G10 J9 J10 B8 C7 K10 K11;Blue
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_blue_test\checkpoint-1551420_r_b;test_model;C2 D10 I5 J4 F9 G7 I6 H8 I8 I7 E8 F6 D7 E5 D5 D6 B7 C6 B6 C7 B8 C10 A10 A11 E11 C9 C8 E9 F8 B5 C5 E10 F10 E2 D8 C3 E4 F2 G3 H1 I2 F4 F3 I1 J1 H2 H3;Test Model
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_blue_test\checkpoint-1551420_r_b;test_model;C2 D10 I5 J3 H4 H3 I3 J1 I2 I1 H2 H1 G2 G1 F2 F1 E2 E1 D2 D1 C1 H7 I7 I6 G7 G8 F8 F9 C9 B11 A11 B10 A10 B9 A9 B7 B8 C7 C8 D7 E8 D9 D8 E7 G6 H5 G5;Test Model
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_blue_test\checkpoint-1551420_r_b;test_model;C2 D10 I5 J10 H7 G10 E11 F9 I8 I9 C9 B11 A11 B10 A10 B9 A9 B7 B8 C7 C8 D7 E8 F6 I4 J1 I3 H2 K1 J2 K2 J3 K3 J4 K4 J5 K5 J6 K6 J7 K7 J9 J8 H9 G7 F8 F7 G6 D8 E7 I7;Test Model
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_blue_test\checkpoint-1551420_r_b;test_model;C2 D10 I5 J11 H7 G10 E11 F9 I8 I9 C9 B11 A11 B10 A10 B9 A9 B7 B8 C7 C8 D7 E8 F6 I4 J1 I3 H2 K1 J2 K2 J3 K3 J4 K4 J5 K5 J6 K6 J7 K7 J9 J8 H9 G7 F8 F7 G6 D8 E7 I7;Test Model
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_blue_test\checkpoint-1551420_r_b;test_model;C2 D10 C11 C10 F9 E11 G10 G7 J6 J5 E8 F6 D7 E5 D5 D6 B7 C7 B8 C6 B6 B5 C5 B9 C8 E2 C4 C3 F2 E3 E4 F3 B4 B3 H2 F4 D3 D2 I6 I5 H6 H5 G4 F5 G5 G6 A4 A3 K5 K4;Blue
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_blue_test\checkpoint-1551420_r_b;test_model;C2 D10 C11 C9 F9 G7 J6 E8 A10 B8 J5 I8 K7 J9 H7 G8 H8 G10 G9 E11 H9 H10 I9 I10 F10 F11 E10 D11 A11 B9 A9 A8 K8 K9 C10 D9;Blue
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_blue_test\checkpoint-1551420_r_b;test_model;C2 D10 C11 J4 H5 H4 I4 J2 I3 I2 G3 H3 F5 G5 F6 G6 F7 F8 G7 G8 C10 D8 E8 D9 E9 E10 F9 F10 G9 G10 H10 H9 C8 C9 A10 B9 I7 I8 K7 J9 A9 B8 A8 B7 A7 B5 B6 C5 C6 D5 D6 E5 E6 G4 F4 B11 B10 A11 H1 G2 H2;Test Model
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_blue_test\checkpoint-1551420_r_b;test_model;C2 D10 C11 D9 C9 C10 F9 E11 B10 D7 C7 C8 A9 B8 F6 E8 A8 B7 A7 B5 B6 C5 C6 D5 F4 E5 F5 E6 G7 F7 G6 F10 H9 G11 I10 G8 F8 G10 G9 H10 I9 H11 I11 G1 E3 E2 D3 D2 C3 D1 C1 B3 E4;Test Model
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_blue_test\checkpoint-1551420_r_b;test_model;C2 D10 C11 E6 B7 G5 J4 J3 B8 C5 A6 B4 D6 E4 E5 F4 I3 I4 D3 C4 D4 D5 G4 F5 A5 A4 H5 H4 K3 K2;Blue
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_blue_test\checkpoint-1551420_r_b;test_model;C2 D10 K10 J4 H5 H4 I4 J2 I3 I2 H3 H2 F3 G1 E2 G3 F4 G4 F5 G5 F6 G6 F7 F9 C10 D8 D9 E8 C8 C9 G7 F8 H8 H9 G9 G8 H7 F11 G10 G11 F10 E11 H10 H11 E10 D11 E9 B9 C11 G2 F2 E1 F1;Test Model
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_blue_test\checkpoint-1551420_r_b;test_model;C2 D10 K10 I5 G6 G7 B10 C8 A9 B7 K4 J6 F7 F8 D9 E8 D8 E7 D7 D6 E6 E5 F5 G3 F4 F3 I2 H4 E4 E3 D4 D3 B4 C4 B5 C5 G4 H3 A7 A8 G5 J3 B6 C6 I3 I4 K3 K2;Blue
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_blue_test\checkpoint-1551420_r_b;test_model;C2 D10 K10 K11 F9 E11 C9 B11 G10 G7 E8 F6 D7 E5 D5 D6 B7 C7 H7 I5 H6 H5 K4 J3 B8 C6 B6 B5 C5 B9 C8 E2 C4 C3 F2 E3 E4 F3 B4 B3 F4 G3 I2 G4 D3 D2 A4 A3 I3 I4 H4 G5 K3 K2;Blue
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_blue_test\checkpoint-1551420_r_b;test_model;C2 D10 K10 J10 F9 E11 C9 B11 G10 G7 E8 F6 D7 E5 D5 D6 B7 C7 H7 I5 H6 H5 K4 J3 B8 C6 B6 B5 C5 B9 C8 E2 C4 C3 F2 E3 E4 F3 B4 B3 F4 G3 I2 G4 D3 D2 A4 A3 I3 I4 H4 G5 K3 K2;Blue
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_blue_test\checkpoint-1551420_r_b;test_model;C2 D10 K10 J11 F9 E11 B10 C8 A9 B7 F6 G4 J3 J2 E5 E4 F4 G2 G3 F3 H2 E8 D8 C9 G7 F5 E6 F10 H9 G11 I10 G8 G9 H10 F8 G10 I9 H11 I11 H1 I1 F7 G6;Test Model
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_blue_test\checkpoint-1551420_r_b;test_model;C2 D10 I8 J4 H5 H4 I4 J2 I3 I2 H3 H2 F3 G1 E2 G3 F4 G4 F5 G5 F6 G6 F7 G7 F8 F9 C9 B11 G8 G9 H8 H10 J9 I11 K10 G2 F2 H9 J10 J11 K11 E1 F1 E7 I9;Test Model
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_blue_test\checkpoint-1551420_r_b;test_model;C2 D10 I8 I5 G6 G7 K4 J6 B10 C8 A9 B7 F7 F8 D9 E8 D8 E7 D7 D6 E6 E5 F5 G3 F4 F3 I2 H4 E4 E3 D4 D3 B4 C4 B5 C5 G4 H3 A7 A8 G5 J3 B6 C6 I3 I4 K3 K2;Blue
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_blue_test\checkpoint-1551420_r_b;test_model;C2 D10 I8 I10 F6 G4 J3 J2 E5 E4 F4 G2 G3 F3 H2 E8 B9 B10 C10 C9 G7 F9 G10 H8 I7 H7 G8 G9 I6 H6 I5 H5 I3 I4 J4 I2 H3 H9 K9 J11 I9 H10 J9 J10 K10 K11 D9 D8 F8 E9 A10 A11;Blue
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_blue_test\checkpoint-1551420_r_b;test_model;C2 D10 I8 J10 F6 G4 J3 J2 E5 E4 F4 G2 G3 F3 H2 E8 B9 B10 C10 C9 G7 G8 F8 E10 F9 F10 G11 G9 H7 H9 I9 H10 I10 H11 I11 H1 I1 F5 E6 F7 G6 G5 H8;Test Model
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_blue_test\checkpoint-1551420_r_b;test_model;C2 D10 I8 H6 K5 K4 B10 C8 A9 B7 E7 F5 D6 D9 J5 I4 J4 J3 E4 F1 F8 F9 G8 G9 H8 H10 J9 I11 K10 G7 G5 F6 F7 G6 E6 E5 D5 E3 F3 G2 F2 G1 E2 E1 D2 D1 C1 I9 J8 I10 H9 G10 J10 J11 K11;Test Model
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_blue_test\checkpoint-1551420_r_b;test_model;A4 A4 J9 J11 F6 G4 J3 J2 E5 F3 D4 E2 I2 I3 C3 B2 H3 H4 G3 F4 E3 F2 D3 D2 C2 C1 K2 K1 A2 A3;Blue
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_blue_test\checkpoint-1551420_r_b;test_model;A4 A4 J9 I5 G6 G7 E8 E9 C10 D9 C9 D8 C8 D7 C7 D6 C6 D5 C5 D4 C4 D3 C3 B2 D2 E1 E2 F1 F2 G1 H2 G2 G3 F3 C2 C1 E3 E4 F8 F9 H8 G8 H6 H7 J6 I6 K4 J3 A2 A3 I7 K3 J4 I4;Blue
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_blue_test\checkpoint-1551420_r_b;test_model;A4 A4 J9 J4 F6 G4 E5 F3 I3 H5 D4 E2 C3 B2 H4 G5 F4 G3 E4 E3 F5 E8 D2 E1 C2 C1 I4 I5 K3 K4 A2 A3;Blue
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_blue_test\checkpoint-1551420_r_b;test_model;A4 A4 J9 J6 F6 F7 E7 D9 A10 G4 E5 F3 I3 H5 D4 E2 J4 I6 A11 B8 E8 E9 C8 B9 C9 B10 C10 D8 C3 B2 D7 F4 G5 H4 F5 E4 D5 E3 D2 E1 C2 C1 I5 H6 A2 A3 K5 K6;Blue
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_blue_test\checkpoint-1551420_r_b;test_model;A4 A4 J9 J7 F6 E8 B9 B10 G7 G8 F8 E10 E9 C11 F9 F10 G9 G10 H10 H9 I8 I9 J8 I11 I10 G4 H8 H7 J3 J2 E5 F3 I2 I3 D4 E2 C3 B2 H3 H4 G3 F4 D2 E1 E3 F2 D3 C2 K2 K1 A2 A3;Blue
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_blue_test\checkpoint-1551420_r_b;test_model;A4 A4 I5 I10 H7 J2 H3 I1 G2 I4 G5 H5 G6 G9 F8 E10 D9 C11 B10 B11 A11 C10 C9 E9 E8 F4 G3 G4 H4 H1 G1 F7 G7;Test Model
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_blue_test\checkpoint-1551420_r_b;test_model;A4 A4 I5 J11 H7 J2 H3 I1 G2 I4 G5 H5 G6 G9 F8 E10 D9 C11 B10 B11 A11 C10 C9 E9 E8 F4 G4 G3 H2 G1 H1 F7 G7;Test Model
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_blue_test\checkpoint-1551420_r_b;test_model;A4 A4 I5 H9 F5 F8 D9 E7 D7 D8 H7 G9 B9 C8 B8 B10 C9 C11 E10 C7 B7 C6 B6 B5 C5 D4 C4 D3 C3 B2 D2 E1 E2 F1 G2 F2 E3 F3 G3 E4 D5 E5 D6 E6 C2 C1 J8 I10 K9 J11 E8 F7 G8 F9 A2 A3 I8 J10 I9 H10 K10 K11;Blue
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_blue_test\checkpoint-1551420_r_b;test_model;A4 A4 I5 H8 F9 G7 E8 F6 D7 E5 D5 D6 K7 J6 B7 C6 I6 I7 H7 G8 B6 C7 B8 C10 C5 A10 B10 B9 C8 C9 D10 D8 E7 E2 E4 F2 G3 H1 I2 D9 E9 I1 J1 H2 H3 C11 D11 F3 F4;Test Model
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_blue_test\checkpoint-1551420_r_b;test_model;A4 A4 I5 H7 I7 I6 F8 G6 E7 F5 D6 E4 D4 D5 B6 C6 K5 J6 B7 C5 B5 C4 B4 A9 C8 B3 C3 C2 E2 B10 D9 C11 E10 D2 D3 E9 D10 E1 F1 D8 C9 D11 E11 C7 B8;Test Model
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_blue_test\checkpoint-1551420_r_b;test_model;A4 A4 H4 G8 F8 G6 H6 G7 H8 H7 E7 F5 D6 E4 D4 D5 J6 I6 J5 I7 J7 I8 J8 I10 K9 J11 I9 H10 H9 G10 G9 F10 F9 E10 D9 C11 B10 B11 A11 C10 C9 E9 K3 J2 H3 I1 I4 I5 G2 H5 J4 J3 E8 I3 I2 J1 H2 H1 G1;Test Model
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_blue_test\checkpoint-1551420_r_b;test_model;A4 A4 H4 G7 J6 I8 E8 F6 D7 E5 D5 D6 H8 I6 I7 J5 B7 C6 B6 C7 B8 C10 C5 A10 B10 B9 C8 C9 D10 D8 E7 D9 E9 E2 E4 F3 B2 C3 A4 B5 F4 G3 H3 I1 J2 G4 F5 G5 E6 H5 E3 F2 B4 C4 D3 D2 A6 A5 K5 K4 I5 H6;Blue
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_blue_test\checkpoint-1551420_r_b;test_model;A4 A4 H4 I10 G6 F8 H7 G9 D9 E7 D7 D8 I8 H10 K9 J11 B9 C8 B8 B10 C9 C11 E10 C7 B7 C6 B6 B5 C5 D4 C4 D3 C3 B2 D2 E1 E2 F1 G2 F2 E3 F3 C2 C1 G3 E4 D5 E5 D6 E6 E8 F7 G8 F9 H8 H9 J9 J10 A2 A3 K10 K11;Blue
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_blue_test\checkpoint-1551420_r_b;test_model;A4 A4 H4 H9 G6 F8 D9 E7 D7 D8 H7 G9 B9 C8 B8 B10 C9 C11 E10 C7 B7 C6 B6 B5 C5 D4 C4 D3 C3 B2 D2 E1 E2 F1 G2 F2 E3 F3 C2 C1 G3 F4 E5 G4 H3 G5 H5 G7 F6 F5 E6 H6 E4 D5 E9 A3 G1 D11 E11;Test Model
