Checkpoint;Opponent;Game Moves;Winner
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_red_test\checkpoint-1551420_r_b;test_model;K2 K2 F8 I10 K10 E11 G6 H4 F5 F4 G4 D10 G10 F9 H8 G8 H7 H2 G3 G2 F3 F2 E2 E3 H3 I2 J2 I3 K3 J3 B5 K2 D3 D4 C3 C6 A7 B8 C5 D5 A8 A9 B7 C7;Test Model
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_red_test\checkpoint-1551420_r_b;test_model;K2 K2 F8 G6 J5 E11 G10 J4 H5 H4 I4 J2 I3 I2 H3 H2 G2 G3 F3 F4 E4 E5 C6 D5 C5 B8 D7 D4 C4 C3 D3 E3 E2 D6 C7 C9 E8 G9 E10 D11 D10 F10 C11 D8 E7 E1 F1 F9 E9;Red
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_red_test\checkpoint-1551420_r_b;test_model;K2 K2 F8 J4 D5 G6 E7 E6 F6 E11 D10 F5 G5 H3 G4 G3 F4 E2 F3 G1 G2 H1 H2 I1 I2 J1 K1 J2 C3 D1 B2 D4 C5 C4 A5 B4 F2 F1 A4 B5 A6 B6 A7 B7 A8 B3 A3 B9 B8 C8 C7 D7 D6 E5 E4 C1 B1 D9 E9 E8 F7 D11 C11;Red
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_red_test\checkpoint-1551420_r_b;test_model;K2 K2 F8 J11 G6 E11 G10 H4 F5 F4 G4 H2 G3 G9 E10 G2 F3 F2 E2 E3 H3 I2 J2 I3 K3 J3 J5 K2 D3 D4 B5 C4 B4 C6 A7 B8 C5 D5 A8 A9 B7 C7;Test Model
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_red_test\checkpoint-1551420_r_b;test_model;K2 K2 F8 I5 D5 G6 E7 E11 D10 F5 D6 E2 F2 D9 E9 E4 D4 E3 C3 D1 B2 E8 F7 E6 D7 F6 D3 E5 C4 C2 B3 D2 C1 D11 C11;Red
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_red_test\checkpoint-1551420_r_b;test_model;K2 K2 J9 J11 K11 F8 H7 I5 G6 H4 F5 F4 G4 G9 I8 H2 G3 G2 F3 F2 E2 E3 H3 I2 J2 I3 K4 J3 D3 D4 B5 C4 B4 C6 A7 B8 C5 D5 A8 A9 B7 C7 K3 K2;Test Model
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_red_test\checkpoint-1551420_r_b;test_model;K2 K2 J9 I5 D5 G6 E7 D9 F8 F9 E9 F5 D6 E2 F2 E8 F7 E10 D10 E4 D4 E3 C3 D1 B2 D3 C4 D2 C2 D11 C11 C1 B1 E6 D7;Red
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_red_test\checkpoint-1551420_r_b;test_model;K2 K2 J9 J4 D5 H5 F6 E8 G7 G8 F8 G4 E5 E2 F3 G1 H2 E10 E9 D10 F9 F10 G9 G10 H9 H10 I11 I9 J8 I8 J7 I7 J6 I6 J5 I5 K4 K3 C10 C11 A10 A11;Test Model
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_red_test\checkpoint-1551420_r_b;test_model;K2 K2 J9 J6 D5 F8 H7 H8 G8 F10 G9 I5 G6 H4 F5 F4 G4 H2 G3 G2 F3 F2 D3 E1 C2 E3 D4 E4 E5 G10 H9 H10 I11 I9 J8 I8 F9 E10 D10 E9 D9 E7 D7 D8 B9 C9 A11 C8 B8 C7 B7 C6 B6 C5 B5 C4 B4 C3 B3 B10 A10 D1 C1;Red
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_red_test\checkpoint-1551420_r_b;test_model;K2 K2 J9 J10 I10 F8 H7 I5 G6 H4 F5 F4 G4 I8 G9 H2 G3 G2 F3 F2 H3 I2 J2 I3 E3 E2 D3 D2 C3 C2 B3 B2 A3 A2 J4 J3 K3 K2;Test Model
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_red_test\checkpoint-1551420_r_b;test_model;K2 K2 K10 I5 D5 G6 E7 D9 F8 F9 E9 F5 D6 E2 F2 E10 D10 E4 D4 E3 C3 D1 B2 E8 F7 D3 C4 D2 C2 D11 C11 C1 B1 E6 D7;Red
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_red_test\checkpoint-1551420_r_b;test_model;K2 K2 K10 J4 D5 H5 F6 E8 G7 G8 F8 G4 E5 E2 F3 G1 H2 E10 E9 D10 F9 F10 G9 G10 H9 H10 I9 I10 J9 J10 K9 J11 K11 F7 G6 F5 E6 G5 F4 G3 G2 I1 H1;Red
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_red_test\checkpoint-1551420_r_b;test_model;K2 K2 K10 J6 G7 F10 H5 I2 J2 E10 H9 G8 H7 H8 J7 I7 I8 D10 A11 B9 C10 B10 C9 C11 A10 A9 D8 G9 I6 K6;Test Model
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_red_test\checkpoint-1551420_r_b;test_model;K2 K2 K10 I6 D5 G7 E8 F6 D7 D6 E6 D10 F9 E11 G10 E5 F5 G3 J2 F4 H4 I3 H3 I1 I2 E7 D8 G4 G5 E9 F8 J1 K1 E10 F10 G11 F11;Red
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_red_test\checkpoint-1551420_r_b;test_model;K2 K2 K10 K11 G7 F10 H5 I2 J2 E10 H9 G11 I10 G8 I7 H7 I6 J3 I3 J8 I9 I8 H8 I5 H6 H11 I11 H4 I4 J1 K1;Red
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_red_test\checkpoint-1551420_r_b;test_model;K2 K2 E9 I10 K10 F7 D8 E6 D6 D7 B8 C8 B9 A11 C9 D11 C10 C11 F10 C7 B7 B6 C6 E11 F11 E4 C5 D3 B4 C2 A3 B1 E5 F4 F5 G4 H4 I2 H3 H2 G3 G2 J2 I3 J3 I4 J4 F3 I5 J1 K1 H7 I7 I6 K5 G6 J5 J6 K6 J7 K7 H5 J9 H6 J8 H9 J10 I11 J11;Red
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_red_test\checkpoint-1551420_r_b;test_model;K2 K2 E9 E4 C4 F7 H6 I4 G5 G4 H4 I2 H3 G8 H8 H7 J6 I7 J7 I6 J5 I5 J4 J3 K3 K2 D8 E6 D6 D7 B8 E7 C7 C8 B9 A11 C9 D11 C10 C11 F10 E5 D5 E10 F9 D2 B3 C1 A2 D4 C5 D3 C3 B2 A3 C2 B1 E11 F11 E8 D9;Red
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_red_test\checkpoint-1551420_r_b;test_model;K2 K2 E9 I5 D5 F7 D8 E6 C7 E2 F2 D11 C11 C10 D10 D9 E8 E4 D4 E3 C3 D1 B2 D6 C6 D7 C8 E5 D3 C2 B3 C1 B1;Red
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_red_test\checkpoint-1551420_r_b;test_model;K2 K2 E9 D10 J9 E10 F9 F10 G9 G10 H9 H10 I9 I11 K10 A11 J10 F7 H6 H7 G7 I4 G5 G4 H4 I2 H3 H2 J2 I3 K3 J5 G3 G2 F3 F2 E2 E3 D4 D3 B4 C2 A3 B1 C4 I5 H5 C3 B2 C1 B3 A2 K4 K5;Test Model
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_red_test\checkpoint-1551420_r_b;test_model;K2 K2 E9 G6 H6 H5 I5 J3 I4 I3 H4 H3 G4 G3 F4 F3 D4 D3 E3 E4 D5 E5 D6 C8 E7 E2 F2 E8 D8 D7 E6 D9 C9 F5 F6 C10 A11 B10 A10 B9 A9 B7 B8 C7 F8 F7 G7 G5 G8 A8 K3 K2;Test Model
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_red_test\checkpoint-1551420_r_b;test_model;K2 K2 I5 I10 K10 J2 H3 I1 G2 D10 F9 E11 G10 I4 G5 H6 F7 F8 G7 G8 H7 H8 J7 I9 K8 K9 J9 J10 E9 E8 C9 D9 C10 C11 A11 B10 A10 B9 A9 B7 B8 C7 C8 D7 D8 E7 A8 A7 I8 H9;Test Model
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_red_test\checkpoint-1551420_r_b;test_model;K2 K2 I5 H8 J9 F9 E9 E10 D10 F7 D8 E6 D6 D7 B8 C7 B7 C8 B9 A11 C9 D11 C11 B6 C6 E4 C5 D3 B4 C2 A3 B1 E5 F4 F5 G4 G5 H4 H5 J4 I4 J2 I3 I2 H3 H2 G3 G2 F3 F2 E3 E2 C3 D2 B3 B2 A2 A1 J3 K2;Test Model
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_red_test\checkpoint-1551420_r_b;test_model;K2 K2 I5 H9 J9 J2 H3 I1 G2 D10 F9 E11 G10 G7 I6 I4 G5 H5 G6 H6 E8 F7 E7 F6 E6 F5 E5 F4 E4 F3 E3 F1 F2 F8 E9 F10 G9 H1 G1 F11 G11;Red
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_red_test\checkpoint-1551420_r_b;test_model;K2 K2 I5 J4 I4 J1 K1 H7 I7 I6 F8 E11 G6 G9 D10 E9 F9 E10 F10 F11 G10 G11 I10 H10 I9 H9 I8 J5 D9 E8 D8 E7 D7 D6 E6 F6 E5 F2 G4 F5 F4 D11 C11 H1 I2 H3 G3 H2 I3 H4 G5 H5 H6 I1 F1 J2 F3 G2 E3 E2 D2 D3 D4 J3 C4 C3 A4 B2 B4 B3 A3 A2 K3 K5;Test Model
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_red_test\checkpoint-1551420_r_b;test_model;K2 K2 I5 J11 E9 J2 H3 I1 G2 D11 F10 G5 E6 F4 I4 H7 I7 I6 F8 G6 D5 E7 C8 H6 D7 D9 E8 D8 C9 C10 B10 A11 D10 J6 F7 F6 E5 K6;Test Model
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_red_test\checkpoint-1551420_r_b;test_model;K2 I10 K10 K11 J11 H6 K5 J4 F7 E10 G5 H2 D10 E9 D9 I2 K1 J3 F3 G1 E2 G4 E5 F5 E6 D8 E8 E7 F6 D4 E4 E3 F2 D11 C11 E1 F1;Red
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_red_test\checkpoint-1551420_r_b;test_model;K2 I10 K10 J11 K11 H6 K5 J4 F7 E10 G5 H2 D10 I2 K1 J3 F3 G1 E2 G4 E5 F5 E6 E9 D9 D8 E8 E7 F6 D4 E4 E3 F2 D11 C11 E1 F1;Red
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_red_test\checkpoint-1551420_r_b;test_model;K2 I10 K10 K9 E9 F7 D8 E6 D6 D7 B8 C7 B7 B6 C6 C8 B9 B10 C9 D11 C10 E4 C5 D3 B4 C2 A3 B1 E5 F4 F5 G4 H4 I2 H3 G5 H5 H6 G6 F6 G7 F8 G8 F9 G9 F11 H10 H2 G3 G2 J2 I3 J3 I4 J4 I5 J5 I7 I6 H7 K6 F3 J1 J8 I8 J7 E1 C3 B2 C1 B3 A2 K7 D4 C4 K8;Test Model
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_red_test\checkpoint-1551420_r_b;test_model;K2 I10 K10 H6 E7 D10 F9 E11 G10 E8 F7 F8 G7 G8 I7 H7 I6 I5 K4 J5 K5 J6 K6 K3 J4 J7 K7 J3 I4 J9 J8 H9 I9 H10 I8 H8 K9 K8 C9 B11 A11 D8 C8 B10 A10 B9 A9 B7 B8 D7 C7 D6 C6 C5 D5 E3 D4 D3 F4 G3 F3 E4 E5 G1 G2 H1 F2 F1 E2 E1 H2 I1 J2 I2 I3 H3 H4 G4 G5 F5 E6 F6 G6 J1 K1;Red
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_red_test\checkpoint-1551420_r_b;test_model;K2 I10 K10 I5 E9 G6 E7 F5 D6 E4 D4 D5 B6 C6 B7 C5 B5 B4 C4 A9 C7 E8 C9 C8 D8 B11 D10 E1 E3 D7 E6 B10 D9 F2 F3 G2 C3 C2 A3 B3 I1 H3 E2 F1 D2 D1 G3 H2 J2 I4 A5 A4 K3 J5 J4 I3 K5 K4;Test Model
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_red_test\checkpoint-1551420_r_b;test_model;K2 I10 E9 E4 C4 F7 D8 E6 C7 B6 D5 C11 B10 B9 C9 D2 B3 C1 A2 C8 D7 D6 C6 C5 D4 E2 D3 C3 B4 E3 C2 D1 B2 B1 A1 B11 A11;Red
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_red_test\checkpoint-1551420_r_b;test_model;K2 I10 E9 E6 H6 G5 I4 D11 F10 G8 H8 H7 J6 F7 I7 I5 K4 K3 J4 J2 I3 J3 I2 G9 H9 G11 G10 J5 K5 J1 I1 E11 F11;Red
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_red_test\checkpoint-1551420_r_b;test_model;K2 I10 E9 F5 I5 H4 J3 H7 G6 F8 E8 D11 F10 F7 E7 F6 D6 E4 D4 D5 B6 C6 B7 C5 B5 C7 B8 B4 C4 B9 C8 E1 C3 C2 E3 F2 F3 G2 G3 H2 H3 K1 I2 I1 J1 C9 D8 D10 E10 F11 E11;Red
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_red_test\checkpoint-1551420_r_b;test_model;K2 I10 E9 D3 B3 F7 G7 H5 I5 H6 I6 I4 J4 K1 J2 J1 I2 I1 G2 H2 G3 H3 D8 G4 F4 F5 E5 E6 C7 D6 C6 D5 C5 D4 B4 C1 A2 C4 B5 C2 B2 D7 C8 B1 A1 B11 D9 D11 C11 D10 C10;Red
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_red_test\checkpoint-1551420_r_b;test_model;K2 I10 E9 D5 I5 H7 F7 D11 F10 G5 E6 F4 J2 I4 K3 J4 K4 J5 K5 J6 K6 J7 K7 J8 K8 J10 J9 I9 K9 K10 A6 C5 B7 B4 C4 B5 F5 G4 E5 E4 A5 A4 H5 H4;Test Model
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_red_test\checkpoint-1551420_r_b;test_model;K2 I10 J10 I11 K11 H6 K5 J4 F7 G5 E6 F4 D5 D4 E4 F2 F3 B10 D9 C11 E10 G2 E3 E2 I1 G3 D2 D3 A5 I4 C3 C5 B6 B5 A6 B4 A4 B3 A3 B1 B2 C6 B7 C8 A9 C7 B8 A10 B9 C9 D8 G4 C1 K4 H5 H4;Test Model
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_red_test\checkpoint-1551420_r_b;test_model;K2 I10 J10 J9 E9 F7 D8 E6 D6 D7 B8 C7 B7 B6 C6 C8 B9 B10 C9 D11 C10 E4 C5 D3 B4 C2 A3 B1 E5 F4 F5 G4 H4 I2 H3 G5 H5 H6 G6 F6 G7 F8 G8 F9 G9 F11 H10 H2 G3 G2 J2 I3 J3 I4 J4 I5 J5 I7 I6 H7 K6 F3 J1 J6 K5 I8 K7 I9 K8 K9 C3 D2 B3 B2 A2 A1 J8 D4;Test Model
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_red_test\checkpoint-1551420_r_b;test_model;K2 I10 J10 K11 I11 J4 E9 H5 F6 G4 E5 E4 F4 E8 B9 B10 G7 F8 G8 F10 F9 D11 C10 G2 F3 F2 G3 H2 E3 E2 D2 D3 I2 H3 I3 H4 I4 I5 C3 C4 A5 B4 A4 B6 B5 C5 A6 A7 K4 K3;Test Model
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_red_test\checkpoint-1551420_r_b;test_model;K2 I10 J10 J11 K11 F7 H6 G8 H8 H7 J6 I7 J7 I5 K4 K3 J4 J3 I4 I3 H4 H3 G4 G3 F4 F3 D4 D3 E3 E4 D5 E5 D6 C8 E6 F2 E2 E7 D7 D8 A9 B10 C9 F5 F6 B9 A10 A11 G5 I8 J8 J9 I9 H10 H9 G10 G9 F10 F9 E10 E9 D10 C10 D9 K8 K9;Test Model
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_red_test\checkpoint-1551420_r_b;test_model;K2 I10 J10 E4 C4 F7 H6 G8 H8 H7 J6 I6 J5 I7 J7 K8 I8 J4 I5 I4 H5 H4 G5 G4 F4 F5 E5 E6 C7 B10 D6 D9 D8 E8 C9 C10 A10 A11 E7 F6 K4 K3;Test Model
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_red_test\checkpoint-1551420_r_b;test_model;K2 I10 F8 E4 C4 G6 H6 E11 G10 I4 J4 I5 J5 K1 J2 J1 I2 I1 H2 H1 G2 G1 F2 F1 D2 E2 D3 E3 C5 D6 C7 C6 A7 B7 A8 B6 A6 B5 A5 B4 A4 B2 B3 B8 A9 B10 B9 C9 C8 C3 C2 A10 D8 D9 E8 G9 E10 E9 F9 D11 F10 G11 F11 E1 C1;Red
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_red_test\checkpoint-1551420_r_b;test_model;K2 I10 F8 F5 I5 E11 G10 I4 J4 K1 J2 J1 I2 I1 H2 H1 G2 G1 F2 F1 E2 E1 D2 D1 B2 C2 B3 C3 B4 A6 C4 D3 D4 E3 E4 F3 F4 C1 B1 G3 G4 H3 H4 G6 H6 H5 G5 I3 C8 F6 D6 B10 D9 E5 E6 D5 C6 C5 B6 B5;Test Model
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_red_test\checkpoint-1551420_r_b;test_model;K2 I10 F8 F6 G6 E11 G10 G5 I4 H5 I5 H6 I6 H8 H7 K1 I2 I3 H4 H3 G4 J2 G3 H1 F2 H2 G2 F9 E9 D11 C10 G8 G7 E10 C11 D10 D9 F1 G1;Red
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_red_test\checkpoint-1551420_r_b;test_model;K2 I10 F8 E6 H6 I4 G5 G4 H4 E11 G10 I2 H3 G9 F9 F10 D10 H2 J2 I3 K3 J5 G3 G2 F2 F3 J4 I5 E3 E4 C5 D4 C4 D6 C7 C6 A7 B7 A8 B6 A6 B5 A5 B4 A4 B2 B3 C2 C3 D3 D2 B8 A9 B10 B9 C9 C8 D8 D7 E7 A10 A11 E8 K4 E1 E5;Test Model
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_red_test\checkpoint-1551420_r_b;test_model;K2 I10 F8 G6 J5 J4 E7 F5 D6 E4 D4 D5 B6 C6 B7 C5 B5 B4 C4 A9 C7 D10 B10 C8 D9 D7 E6 E1 C3 C2 E3 F2 F3 G2 A3 B3 I1 H3 E2 F1 D2 D1 G3 H2 I3 G4 H4 G5 H6 H5 A5 A4 I5 I4 K4 K3;Test Model
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_red_test\checkpoint-1551420_r_b;test_model;K2 I10 D10 E4 C4 E8 D8 D9 B10 C9 B9 B8 C8 C7 D7 D6 E6 F4 H3 G5 H5 H4 J3 I4 J4 I5 J5 I6 J6 I7 J7 I8 J8 K9 I9 H10 H9 K1 J2 J1 I2 I1 G2 H2 G3 G10 G9 F10 F9 H1 G1 E9 E10 E11 D11;Red
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_red_test\checkpoint-1551420_r_b;test_model;K2 I10 D10 E6 H6 G5 I4 G8 F7 E9 D9 E8 D8 E7 C7 D5 B6 C4 A5 B3 C5 D4 B4 C3 B5 I7 K6 J5 A4 A3 H7 H8 J8 F8 I9 K5 J6 I6 G7 D6;Test Model
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_red_test\checkpoint-1551420_r_b;test_model;K2 I10 D10 D5 H6 I4 J4 K1 J2 J1 I2 I1 H2 H1 G2 G1 F2 F1 E2 E1 D2 D1 B2 C2 B3 C3 B4 A6 C4 C5 D4 C1 B1 I5 J5 I7 I6 G8 E8 F7 E7 F6 E6 E4 F4 E3 F3 D3 E5 B5;Test Model
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_red_test\checkpoint-1551420_r_b;test_model;K2 I10 D10 D3 J4 I6 H6 H7 G7 G8 F8 E9 F9 E11 E10 K1 I2 J2 I3 H5 I5 J3 I4 J1 I1 C11 D11;Red
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_red_test\checkpoint-1551420_r_b;test_model;K2 I10 D10 E8 D8 D9 B10 C9 B9 B8 C8 E6 C7 D5 C5 C6 A7 B7 G5 H2 I2 E7 G7 G6 I5 H6 I6 H8 H7 F9 F8 E9 G8 G9 I8 I7 K6 J6 K5 J5 K4 J7 K7 J8 K8 J10 J9 I9 K9 K10 A8 A9 D6 E5;Test Model
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_red_test\checkpoint-1551420_r_b;test_model;A11 A11 G7 E4 H4 I2 G3 H1 F2 F10 E10 G6 H6 H5 J4 I4 J3 I3 J2 J1 G2 E7 B8 B9 D8 D7 C8 C6 A7 B5 C7 D6 B7 F7 B6 C5 A6 A5;Test Model
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_red_test\checkpoint-1551420_r_b;test_model;A11 A11 G7 I10 F9 I2 G3 H1 F2 H4 F5 G6 E7 F7 E8 D11 F10 E4 G4 G2 F3 F8 E9 F6 E6 G1 F1 E11 F11;Red
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_red_test\checkpoint-1551420_r_b;test_model;A11 A11 G7 G6 H6 F10 E10 I2 G3 H1 F2 H4 F5 E7 B8 B9 D8 D7 C8 C6 A7 B5 F6 F7 C7 D6 B7 H5 J4 J3 I4 I3 B6 C5 A6 A5 K3 K2;Test Model
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_red_test\checkpoint-1551420_r_b;test_model;A11 A11 G7 H4 F5 F4 G4 H2 G3 G2 F3 F2 D3 E1 C2 E3 D4 E4 D5 E5 D6 C8 E7 E8 D8 C10 D9 D7 E6 D10 E9 E10 G9 F11 H10 F9 G8 F8 F7 E2 D2 D1 C1 F10 G10 H11 G11;Red
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_red_test\checkpoint-1551420_r_b;test_model;A11 A11 G7 F10 E10 I2 G3 H1 F2 H4 F5 G6 E7 F7 E8 E9 D9 D10 C10 F8 C11 E4 G4 G2 F3 F6 E6 G1 F1;Red
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_red_test\checkpoint-1551420_r_b;test_model;A11 A11 C4 C2 D2 D5 E5 E4 F4 G2 H3 I1 F3 F2 E3 D7 F6 E8 G7 G8 F8 E10 F9 F10 E9 D10 C10 D9 C9 B8 D8 E7 H9 G9 I7 G11 I10 H7 I6 H6 I5 H5 I4 J1 H2 H4 I3 G3 G4 J8 I8 H1 E1 I9 H10 E2 D3 I11 H11;Red
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_red_test\checkpoint-1551420_r_b;test_model;A11 A11 C4 D8 G7 F10 H9 I2 G3 H1 F2 H4 F5 G6 E7 E8 F7 H8 F9 G9 E10 F8 G8 E4 F4 F3 G2 F6 E6 E11 D11 F1 G1;Red
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_red_test\checkpoint-1551420_r_b;test_model;A11 A11 C4 C3 D3 D5 E5 E4 F4 G2 F3 F2 E3 E1 D2 D1 C2 C1 A2 B2 A3 B3 A4 B4 A5 B5 A6 B7 B6 C5 C6 D6 C7 B10 D9 C11 E10 D7 C8 B1 A1 D8 C9 D10 E9 D11 E11;Red
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_red_test\checkpoint-1551420_r_b;test_model;A11 A11 C4 F8 H7 H8 G8 I2 G3 H1 F2 F5 H4 I5 G6 F10 F9 E10 G9 G10 H9 H10 J9 I11 K10 I9 J8 I8 J7 I7 J6 I6 K4 J3 E9 D10 C10 D9 C9 D8 C8 C7 D7 D6 E6 E5 G5 F6 E7 F7 C11 E8 H6 B7 I3 J2 H3 I4 H5 A7;Test Model
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_red_test\checkpoint-1551420_r_b;test_model;A11 A11 C4 G7 D8 C11 E9 F5 D6 D7 B8 C6 A7 C7 B7 B5 B6 C5 D5 E6 E5 H4 I3 I4 E4 K3 A6 A5 G5 G4 F4 J3;Test Model
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_red_test\checkpoint-1551420_r_b;test_model;A11 A11 D5 D4 E4 F2 E3 C7 E6 D8 F7 F8 E8 E2 G3 H1 I2 D10 E9 E10 F9 F10 G10 G9 D9 C10 B10 C9 A8 B9 I8 H9 I9 H7 J6 I5 K4 J3 H6 I6 K3 J2 I3 H8 I4 J4 K2 A10;Test Model
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_red_test\checkpoint-1551420_r_b;test_model;A11 A11 D5 D3 B3 I2 E3 D6 F5 G3 E4 F1 E2 E1 G2 E7 G6 F8 H7 H8 G8 E5 F4 F10 F9 E10 G9 G10 H10 H9 K7 C11 B10 C8 A9 B7 D9 E9 E8 F7 I9 I7 J6 J7 K6 J8 K8 J9 K9 J11 J10 I6 J5 I5 J4 I4 J3 I3 J2 J1 H3 A8 B8 C6 H1 E6;Test Model
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_red_test\checkpoint-1551420_r_b;test_model;A11 A11 D5 D8 H7 E2 C8 B10 C9 F2 C3 D1 B2 D4 C5 C4 A5 B4 A4 B5 A6 B6 A7 B7 A8 B8 A9 B9 A10 A11 D9 G2 H3 I1 J1 I2 J2 I3 J3 I5 K4 J6 H5 I4 H4 H2 G3 J5 F4 D3 E4 K6;Test Model
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_red_test\checkpoint-1551420_r_b;test_model;A11 A11 D5 D6 G5 H3 F4 F3 G3 H1 H2 F7 H6 G8 H8 H7 J6 E7 I7 I6 J5 I5 J4 I4 J3 I2 J2 J1 I1 C6 A7 I3 K2 B8 C7 B7 E6 D7 E5 G7 I8 A9;Test Model
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_red_test\checkpoint-1551420_r_b;test_model;A11 A11 D5 F8 H7 E2 F2 B10 D9 C11 E10 C8 E7 D6 F5 G3 E4 E5 F4 F3 E3 F6 E6 E9 D10 E8 D8 F1 G1 E11 D11;Red
c:\Users\Timur\Downloads\hex\hexagony\testing_and_evaluating\..\mini_red_test\checkpoint-1551420_r_b;test_model;A11 A11 F6 G4 E5 E4 F4 G2 F3 F2 G3 H2 I2 H3 I3 H5 H4 G5 I4 I5 K4 J6 D3 E3 C5 E1 C2 D5 C6 B8 D6 D7 E6 E8 G7 G8 F8 E10 F9 B4 D4 E2 D2 F7 G6 F10 E9 D10 D9 C10 B10 C9 G9 G10 H9 H10 J9 I11 K10 I9 J8 I8 J7 I7 A9 A8 K6 K5 B7 B9;Test Model
